Missing
Missing
Missing
Missing
Missing
Missing
Missing
Missing
Missing
Missing
Missing
70 m²
51 m²
70 m²
60 m²
50 m²
84 m²
55 m²
54 m²
94 m²
70 m²
71 m²
62 m²
92 m²
46 m²
120 m²
70 m²
51 m²
70 m²
60 m²
50 m²
84 m²
55 m²
54 m²
94 m²
70 m²
71 m²
62 m²
92 m²
46 m²
120 m²
42 m²
63 m²
98 m²
51 m²
77 m²
78 m²
57 m²
47 m²
70 m²
95 m²
75 m²
68 m²
165 m²
55 m²
76 m²
470 m²
55 m²
95 m²
85 m²
104 m²
70 m²
92 m²
108 m²
81 m²
52 m²
81 m²
82 m²
165 m²
120 m²
83 m²
83 m²
83 m²
600 m²
113 m²
82 m²
84 m²
133 m²
118 m²
66 m²
106 m²
59 m²
60 m²
49 m²
327 m²
125 m²
391 m²
90 m²
305 m²
87 m²
1139 m²
87 m²
145 m²
95 m²
70 m²
130 m²
96 m²
165 m²
63 m²
89 m²
95 m²
104 m²
93 m²
58 m²
140 m²
343 m²
650 m²
120 m²
79 m²
78 m²
118 m²
75 m²
69 m²
116 m²
100 m²
100 m²
100 m²
100 m²
78 m²
77 m²
99 m²
120 m²
80 m²
70 m²
65 m²
56 m²
58 m²
70 m²
81 m²
51 m²
55 m²
187 m²
405 m²
154 m²
67 m²
100 m²
122 m²
73 m²
112 m²
43 m²
60 m²
92 m²
68 m²
94 m²
80 m²
80 m²
60 m²
159 m²
128 m²
410 m²
1150 m²
130 m²
266 m²
65 m²
36 m²
54 m²
126 m²
51 m²
200 m²
76 m²
45 m²
65 m²
932 m²
46 m²
1000 m²
87 m²
104 m²
2630 m²
79 m²
138 m²
86 m²
120 m²
125 m²
75 m²
74 m²
78 m²
74 m²
78 m²
74 m²
180 m²
161 m²
124 m²
199 m²
66 m²
163 m²
515 m²
391 m²
25 m²
45 m²
93 m²
173 m²
28 m²
165 m²
172 m²
255 m²
114 m²
68 m²
110 m²
126 m²
2106 m²
54 m²
21 m²
85 m²
118 m²
80 m²
251 m²
86 m²
200 m²
102 m²
83 m²
84 m²
84 m²
119 m²
289 m²
70 m²
65 m²
88 m²
67 m²
347 m²
48 m²
65 m²
72 m²
65 m²
71 m²
101 m²
51 m²
850 m²
57 m²
180 m²
115 m²
109 m²
75 m²
50 m²
48 m²
87 m²
56 m²
51 m²
74 m²
75 m²
95 m²
126 m²
106 m²
75 m²
92 m²
86 m²
66 m²
130 m²
95 m²
111 m²
95 m²
164 m²
66 m²
117 m²
100 m²
85 m²
123 m²
215 m²
117 m²
1577 m²
73 m²
350 m²
82 m²
105 m²
105 m²
73 m²
204 m²
63 m²
118 m²
120 m²
104 m²
104 m²
104 m²
104 m²
102 m²
104 m²
240 m²
300 m²
53 m²
137 m²
220 m²
170 m²
84 m²
76 m²
180 m²
130 m²
530 m²
95 m²
820 m²
295 m²
115 m²
340 m²
84 m²
97 m²
176 m²
170 m²
160 m²
753 m²
74 m²
45 m²
460 m²
730 m²
280 m²
50 m²
120 m²
90 m²
38 m²
131 m²
75 m²
400 m²
64 m²
96 m²
100 m²
33 m²
85 m²
236 m²
196 m²
590 m²
58 m²
118 m²
80 m²
100 m²
170 m²
80 m²
110 m²
100 m²
50 m²
50 m²
35 m²
82 m²
67 m²
160 m²
180 m²
100 m²
124 m²
113 m²
73 m²
37 m²
380 m²
88 m²
351 m²
98 m²
106 m²
101 m²
171 m²
70 m²
364 m²
262 m²
138 m²
64 m²
78 m²
49 m²
52 m²
47 m²
47 m²
26 m²
40 m²
57 m²
47 m²
96 m²
97 m²
64 m²
200 m²
375 m²
492 m²
325 m²
240 m²
157 m²
67 m²
139 m²
200 m²
141 m²
141 m²
1007 m²
137 m²
138 m²
128 m²
135 m²
76 m²
65 m²
93 m²
59 m²
49 m²
51 m²
96 m²
371 m²
56 m²
65 m²
62 m²
148 m²
79 m²
76 m²
105 m²
102 m²
120 m²
80 m²
220 m²
165 m²
113 m²
90 m²
96 m²
70 m²
104 m²
50 m²
99 m²
120 m²
287 m²
64 m²
250 m²
60 m²
607 m²
352 m²
111 m²
81 m²
143 m²
68 m²
89 m²
67 m²
89 m²
67 m²
38 m²
650 m²
80 m²
108 m²
112 m²
108 m²
112 m²
181 m²
114 m²
107 m²
57 m²
63 m²
97 m²
95 m²
157 m²
65 m²
80 m²
468 m²
110 m²
117 m²
54 m²
1600 m²
4000 m²
600 m²
168 m²
385 m²
450 m²
90 m²
312 m²
77 m²
90 m²
110 m²
87 m²
960 m²
212 m²
66 m²
215 m²
70 m²
67 m²
270 m²
70 m²
50 m²
68 m²
245 m²
122 m²
845 m²
95 m²
700 m²
374 m²
354 m²
360 m²
84 m²
80 m²
58 m²
163 m²
160 m²
124 m²
73 m²
630 m²
44 m²
79 m²
103 m²
740 m²
198 m²
310 m²
119 m²
123 m²
255 m²
640 m²
312 m²
40 m²
130 m²
80 m²
250 m²
60 m²
105 m²
1000 m²
70 m²
120 m²
189 m²
150 m²
707 m²
252 m²
142 m²
150 m²
300 m²
25 m²
67 m²
66 m²
70 m²
43 m²
810 m²
100 m²
102 m²
88 m²
151 m²
178 m²
92 m²
115 m²
120 m²
680 m²
70 m²
85 m²
1956 m²
367 m²
100 m²
113 m²
367 m²
600 m²
881 m²
680 m²
32 m²
76 m²
175 m²
240 m²
143 m²
200 m²
300 m²
172 m²
74 m²
191 m²
90 m²
120 m²
100 m²
79 m²
38 m²
97 m²
79 m²
65 m²
65 m²
223 m²
78 m²
78 m²
233 m²
135 m²
900 m²
90 m²
450 m²
142 m²
124 m²
110 m²
97 m²
102 m²
84 m²
100 m²
115 m²
74 m²
66 m²
533 m²
840 m²
983 m²
89 m²
84 m²
155 m²
150 m²
90 m²
60 m²
170 m²
1200 m²
87 m²
230 m²
73 m²
163 m²
110 m²
460 m²
660 m²
530 m²
83 m²
90 m²
107 m²
90 m²
215 m²
310 m²
60 m²
101 m²
600 m²
240 m²
89 m²
400 m²
400 m²
129 m²
171 m²
246 m²
326 m²
520 m²
500 m²
705 m²
120 m²
42 m²
52 m²
11500 m²
80 m²
109 m²
180 m²
85 m²
43 m²
50 m²
140 m²
50 m²
737 m²
220 m²
100 m²
350 m²
65 m²
105 m²
118 m²
90 m²
1104 m²
104 m²
170 m²
556 m²
96 m²
843 m²
92 m²
174 m²
420 m²
374 m²
340 m²
350 m²
228 m²
82 m²
811 m²
525 m²
585 m²
700 m²
980 m²
111 m²
273 m²
114 m²
204 m²
300 m²
50 m²
63 m²
850 m²
150 m²
438 m²
93 m²
800 m²
1600 m²
137 m²
330 m²
360 m²
200 m²
600 m²
715 m²
1726 m²
125 m²
500 m²
39 m²
110 m²
52 m²
480 m²
245 m²
374 m²
150 m²
105 m²
153 m²
159 m²
450 m²
432 m²
230 m²
3455 m²
50 m²
170 m²
105 m²
700 m²
99 m²
305 m²
89 m²
165 m²
80 m²
55 m²
330 m²
1601 m²
300 m²
80 m²
62 m²
143 m²
280 m²
688 m²
68 m²
450 m²
162 m²
35 m²
470 m²
290 m²
250 m²
216 m²
50 m²
200 m²
207 m²
200 m²
1500 m²
580 m²
200 m²
3098 m²
38 m²
46 m²
716 m²
43 m²
127 m²
307 m²
73 m²
48 m²
891 m²
66 m²
49 m²
187 m²
36 m²
590 m²
172 m²
105 m²
1600 m²
97 m²
150 m²
84 m²
115 m²
103 m²
126 m²
320 m²
280 m²
35 m²
400 m²
100 m²
370 m²
75 m²
84 m²
286 m²
131 m²
92 m²
140 m²
557 m²
91 m²
720 m²
320 m²
280 m²
112 m²
90 m²
1460 m²
740 m²
110 m²
93 m²
135 m²
58 m²
550 m²
85 m²
280 m²
526 m²
300 m²
66 m²
100 m²
300 m²
500 m²
100 m²
280 m²
250 m²
51 m²
648 m²
3900 m²
305 m²
110 m²
127 m²
600 m²
120 m²
280 m²
420 m²
410 m²
125 m²
550 m²
75 m²
88 m²
730 m²
120 m²
147 m²
3300 m²
53 m²
128 m²
47 m²
16 m²
128 m²
340 m²
69 m²
124 m²
40 m²
158 m²
178 m²
560 m²
79 m²
87 m²
118 m²
225 m²
1025 m²
52 m²
168 m²
71 m²
110 m²
70 m²
178 m²
510 m²
125 m²
87 m²
700 m²
94 m²
74 m²
325 m²
300 m²
77 m²
550 m²
120 m²
117 m²
118 m²
250 m²
918 m²
110 m²
90 m²
80 m²
100 m²
70 m²
70 m²
100 m²
83 m²
918 m²
660 m²
190 m²
550 m²
140 m²
62 m²
145 m²
520 m²
23 m²
70 m²
193 m²
127 m²
93 m²
725 m²
80 m²
112 m²
72 m²
160 m²
148000 m²
65 m²
95 m²
50 m²
28 m²
95 m²
50 m²
180 m²
65 m²
65 m²
95 m²
190 m²
59 m²
30 m²
40 m²
50 m²
70 m²
105 m²
110 m²
45 m²
50 m²
60 m²
70 m²
80 m²
50 m²
40 m²
71 m²
500 m²
62 m²
1000 m²
1250 m²
59 m²
1000 m²
100 m²
165 m²
155 m²
237 m²
119 m²
140 m²
110 m²
200 m²
160 m²
910 m²
348 m²
130 m²
756 m²
935 m²
250 m²
820 m²
60 m²
175 m²
400 m²
270 m²
105 m²
88 m²
500 m²
692 m²
68 m²
79 m²
250 m²
637 m²
2597 m²
150 m²
477 m²
725 m²
372 m²
122 m²
93 m²
176 m²
540 m²
240 m²
382 m²
76 m²
362 m²
1094 m²
1894 m²
171 m²
205 m²
270 m²
1130 m²
693 m²
300 m²
118 m²
35 m²
75 m²
2000 m²
2003 m²
2305 m²
2000 m²
320 m²
75 m²
5200 m²
920 m²
840 m²
145 m²
85 m²
350 m²
400 m²
430 m²
620 m²
344 m²
220 m²
370 m²
3000 m²
790 m²
280 m²
650 m²
455 m²
52 m²
120 m²
213 m²
210 m²
480 m²
374 m²
225 m²
225 m²
122 m²
220 m²
420 m²
3012 m²
955 m²
341 m²
630 m²
913 m²
123 m²
2091 m²
30 m²
409 m²
630 m²
1617 m²
1000 m²
340 m²
600 m²
61 m²
1010 m²
330 m²
155 m²
1170 m²
1297 m²
200 m²
350 m²
163 m²
1100 m²
173 m²
234 m²
150 m²
260 m²
Missing
275 m²
78 m²
200 m²
Missing
190 m²
5695 m²
548 m²
73 m²
88 m²
250 m²
85 m²
205 m²
Missing
238 m²
480 m²
200 m²
800 m²
621 m²
246 m²
1200 m²
120 m²
140 m²
340 m²
245 m²
230 m²
60 m²
480 m²
273 m²
249 m²
329 m²
200 m²
80 m²
200 m²
310 m²
320 m²
100 m²
167 m²
60 m²
80 m²
80 m²
2800 m²
560 m²
70 m²
120 m²
100 m²
217 m²
72 m²
76 m²
110 m²
105 m²
277 m²
251 m²
186 m²
821 m²
426 m²
220 m²
520 m²
300 m²
112 m²
270 m²
1200 m²
796 m²
60 m²
190 m²
140 m²
166 m²
93 m²
55 m²
90 m²
90 m²
380 m²
75 m²
1250 m²
145 m²
220 m²
70 m²
210 m²
260 m²
377 m²
774 m²
120 m²
268 m²
12000 m²
70 m²
200 m²
2768 m²
100 m²
490 m²
630 m²
123 m²
275 m²
622 m²
75 m²
85 m²
1530 m²
1012 m²
8000 m²
240 m²
235 m²
254 m²
1300 m²
125 m²
150 m²
2950 m²
38 m²
4478 m²
97 m²
1450 m²
41 m²
400 m²
737 m²
216 m²
80 m²
230 m²
2200 m²
4022 m²
1000 m²
125 m²
408 m²
5756 m²
803 m²
1218 m²
660 m²
327 m²
451 m²
232 m²
49 m²
306 m²
550 m²
202000 m²
775 m²
426 m²
953 m²
950 m²
470 m²
750 m²
320 m²
550 m²
1900 m²
240 m²
128 m²
22000 m²
141 m²
85 m²
220 m²
220 m²
137 m²
15 m²
100 m²
612 m²
457 m²
225 m²
150 m²
430 m²
165 m²
90 m²
576 m²
235 m²
180 m²
375 m²
93 m²
180 m²
255 m²
42 m²
1400 m²
400 m²
710 m²
158 m²
1100 m²
950 m²
1732 m²
251 m²
1085 m²
75 m²
50 m²
460 m²
185 m²
196 m²
240 m²
240 m²
2300 m²
120 m²
430 m²
650 m²
910 m²
1560 m²
690 m²
2400 m²
410 m²
260 m²
420 m²
270 m²
100 m²
7950 m²
7700 m²
1750 m²
1000 m²
310 m²
140 m²
30 m²
50 m²
250 m²
400 m²
2300 m²
620 m²
240 m²
1200 m²
1000 m²
32 m²
2500 m²
370 m²
1381 m²
128 m²
220 m²
1250 m²
55 m²
180 m²
136 m²
84 m²
220 m²
219 m²
300 m²
444 m²
115 m²
127 m²
450 m²
88 m²
110 m²
402 m²
47 m²
360 m²
5694 m²
56 m²
504 m²
600 m²
172 m²
313 m²
114 m²
1235 m²
165 m²
750 m²
240 m²
600 m²
120 m²
600 m²
700 m²
1600 m²
760 m²
880 m²
350 m²
650 m²
337 m²
240 m²
1003 m²
275 m²
2000 m²
455 m²
96 m²
Missing
720 m²
687 m²
1870 m²
433 m²
380 m²
5127 m²
220 m²
680 m²
26 m²
2072 m²
100 m²
6500 m²
54 m²
132 m²
770 m²
485 m²
1800 m²
240 m²
80 m²
180 m²
130 m²
290 m²
564 m²
70 m²
70 m²
180 m²
72 m²
600 m²
286 m²
110 m²
60 m²
220 m²
253 m²
160 m²
700 m²
85 m²
320 m²
480 m²
150 m²
390 m²
460 m²
300 m²
650 m²
37 m²
345 m²
100 m²
332 m²
110 m²
90 m²
43 m²
240 m²
370 m²
5655 m²
710 m²
209 m²
265 m²
57 m²
190 m²
304 m²
360 m²
250 m²
185 m²
375 m²
210 m²
170 m²
36 m²
92 m²
85 m²
52 m²
127 m²
139 m²
270 m²
60 m²
70 m²
63 m²
390 m²
131 m²
180 m²
4500 m²
840 m²
110 m²
2200 m²
200 m²
320 m²
265 m²
600 m²
265 m²
597 m²
374 m²
230 m²
147 m²
10 m²
87 m²
50 m²
60 m²
417 m²
235 m²
1333 m²
219 m²
95 m²
146 m²
79 m²
22000 m²
124 m²
400 m²
475 m²
200 m²
127 m²
364 m²
336 m²
329 m²
147 m²
1045 m²
4000 m²
485 m²
580 m²
130 m²
Missing
58 m²
880 m²
176 m²
360 m²
68 m²
172 m²
152 m²
131 m²
800 m²
359 m²
110 m²
380 m²
365 m²
105 m²
345 m²
114 m²
640 m²
248 m²
253 m²
400 m²
246 m²
340 m²
74 m²
504 m²
804 m²
130 m²
36 m²
897 m²
154 m²
395 m²
700 m²
138 m²
70 m²
84 m²
110 m²
160 m²
749 m²
230 m²
90 m²
128 m²
55 m²
170 m²
135 m²
80 m²
121 m²
108 m²
800 m²
513 m²
90 m²
153 m²
270 m²
470 m²
380 m²
213 m²
160 m²
125 m²
78 m²
600 m²
800 m²
250 m²
2050 m²
150 m²
550 m²
1350 m²
142 m²
630 m²
900 m²
130 m²
9000 m²
288 m²
321 m²
230 m²
225 m²
236 m²
250 m²
230 m²
130 m²
6114 m²
55 m²
46 m²
49 m²
88 m²
174 m²
52 m²
53 m²
49 m²
49 m²
120 m²
94 m²
114 m²
32 m²
30 m²
36 m²
26 m²
48 m²
160 m²
45 m²
71 m²
250 m²
49 m²
30 m²
48 m²
50 m²
105 m²
85 m²
45 m²
35 m²
44 m²
62 m²
70 m²
74 m²
52 m²
46 m²
43 m²
123 m²
122 m²
90 m²
52 m²
81 m²
76 m²
48 m²
44 m²
400 m²
104 m²
185 m²
33 m²
95 m²
58 m²
